Geo Point,Geo Shape,ID,Fenómeno,Taxonomía,Rpve,Intensidad,Descripción,Fuente,Cvegeo,Alcaldía,Entidad,Área m2,Perime_M,Period_Ret,Intens_Uni,Intens_Num,int2,Prueba
"19.5086454007,-99.1161420525","{""type"": ""Polygon"", ""coordinates"": [[[-99.10612278398824, 19.510154939451077], [-99.10602662235387, 19.509993134788164], [-99.10663673426423, 19.50925855542249], [-99.10714428588545, 19.508461741913912], [-99.10802748005491, 19.50707517886059], [-99.10826809498592, 19.506795485112253], [-99.10839359753487, 19.506687362016024], [-99.10859006126626, 19.506518104329874], [-99.10928594028915, 19.506131806658832], [-99.10971067022864, 19.505886064701038], [-99.11134488100541, 19.50494051665166], [-99.11211708529923, 19.504479469677296], [-99.11273369531833, 19.504119109250446], [-99.11349114509271, 19.503714445046498], [-99.1148498156039, 19.503024929168404], [-99.11567753933072, 19.502603482354402], [-99.11604837024218, 19.50243712517618], [-99.11621122074379, 19.502364070132156], [-99.1163952104456, 19.502274614198793], [-99.11650551094725, 19.502211636725505], [-99.11661640780775, 19.50214487546065], [-99.11670023509093, 19.502100549956207], [-99.11678243901494, 19.502055451697835], [-99.11683929668594, 19.502019522433717], [-99.1168744638288, 19.50199936114329], [-99.11691781418142, 19.50197427748988], [-99.11696269431161, 19.501949727453006], [-99.11702819762839, 19.501911684019042], [-99.11707616307069, 19.50188208840369], [-99.11714223312411, 19.50183877048546], [-99.11719133950373, 19.50180455077305], [-99.1172399127564, 19.501768898209928], [-99.11728970801695, 19.50173032899453], [-99.11733031400514, 19.501697390340652], [-99.11783334611138, 19.501782054993438], [-99.11964341014273, 19.502064570498607], [-99.12091229633359, 19.502265980585424], [-99.12131189836799, 19.502457035425277], [-99.12172791895613, 19.502655939908614], [-99.12202628726699, 19.502961733086487], [-99.12236341799998, 19.503351527458396], [-99.1215892037916, 19.503454775959597], [-99.12096686462414, 19.503528173910635], [-99.12105615671653, 19.50412970486146], [-99.12107599171787, 19.50419002626505], [-99.12080103477338, 19.50429097896828], [-99.12073733208345, 19.504316268711943], [-99.12025206799925, 19.504525639688318], [-99.11977665609399, 19.504678736666527], [-99.11952590165579, 19.504578937139915], [-99.11927282560086, 19.5045637140659], [-99.11926644501001, 19.505373248419826], [-99.11923656952467, 19.505592556202608], [-99.11921584625235, 19.505708201601188], [-99.11921591494269, 19.50580240341446], [-99.11924522352506, 19.505877192733404], [-99.1193004549964, 19.505929138825707], [-99.11930836623186, 19.50595341810466], [-99.11934496912434, 19.506025302426465], [-99.11938309358653, 19.506155498029162], [-99.11938321737048, 19.506324508350897], [-99.11935699539633, 19.506465828839428], [-99.119342427938, 19.50654895681783], [-99.11935118445619, 19.506622855749594], [-99.11936250829912, 19.506800753873474], [-99.11939177460523, 19.50690418025088], [-99.11950809706218, 19.507146689118404], [-99.1196711255896, 19.507486554436504], [-99.1197100564905, 19.507611456451325], [-99.11974500515701, 19.50767023023706], [-99.11983021148194, 19.50776947105088], [-99.11985370122596, 19.507831851008337], [-99.11993146645246, 19.508022870734184], [-99.12023003620496, 19.508254243170917], [-99.12040776348988, 19.508416733413775], [-99.12047193798544, 19.50847880992386], [-99.12054664173152, 19.50861127297375], [-99.12053746545426, 19.508690762997972], [-99.12052886645141, 19.50876348691282], [-99.12044447324783, 19.508757026170333], [-99.12039644529214, 19.50879186405509], [-99.1203516334377, 19.50891602330439], [-99.12037039551491, 19.508999922317475], [-99.1204031507836, 19.509101479158883], [-99.12046847922404, 19.509194198032183], [-99.12052445256396, 19.509260422969], [-99.12061298550779, 19.50930897537509], [-99.12074806761144, 19.509376117338167], [-99.12091993811555, 19.50945734894684], [-99.1210941513793, 19.50956715941675], [-99.12153672973817, 19.50987502432771], [-99.12179758613762, 19.510126368180273], [-99.12195975362, 19.51038649814479], [-99.12195616514393, 19.510409746525017], [-99.12196743802465, 19.51048006816981], [-99.12214684642562, 19.510899431697435], [-99.122388182855, 19.511105104103066], [-99.12249224075374, 19.511167238509923], [-99.1228499595254, 19.51125166334768], [-99.12408401684081, 19.511598922963866], [-99.12411371892414, 19.51158705587508], [-99.12415730680094, 19.511503021348396], [-99.12419843511465, 19.511402966346743], [-99.12432159671347, 19.51122762292056], [-99.12441661947578, 19.51114132551835], [-99.12440295031017, 19.51161153137339], [-99.12424505250804, 19.51229391160025], [-99.1241412324372, 19.512859633942394], [-99.12417708486393, 19.513170848135637], [-99.12357794909096, 19.514018206393505], [-99.12305039307603, 19.514647993976237], [-99.12265250019115, 19.515093850075825], [-99.12243597555376, 19.515300640798458], [-99.12230002308756, 19.51541990113368], [-99.12209732407807, 19.515571031379572], [-99.12136281663895, 19.51603960305411], [-99.12098182600249, 19.51626733550667], [-99.11688192549623, 19.51323689171265], [-99.11592876653245, 19.513051767079535], [-99.1144071105703, 19.51106081477019], [-99.11058930817966, 19.51117313854783], [-99.11023187197519, 19.511041555366123], [-99.1098978980177, 19.510458442778848], [-99.10943308036114, 19.51031196876716], [-99.1092274184273, 19.510581364234753], [-99.10914474825083, 19.51074244565522], [-99.10897409898757, 19.51111036547626], [-99.10876327742648, 19.51075155831827], [-99.10874116220974, 19.510708890721396], [-99.10866796631272, 19.510567667884228], [-99.10864562948302, 19.51049128407281], [-99.1078385787397, 19.510462493544072], [-99.10769991346389, 19.510855132374243], [-99.10763551513115, 19.51102656226665], [-99.10751188375815, 19.510689757797095], [-99.10744264675984, 19.510287793359964], [-99.10738863231362, 19.51002366408098], [-99.10736641632117, 19.509934453337195], [-99.1073042930648, 19.509684995509748], [-99.10709388347264, 19.51006390166746], [-99.10704236572246, 19.510178406165906], [-99.10693298087148, 19.510270241519176], [-99.1067395264451, 19.51044504930126], [-99.10658193372784, 19.510426190498265], [-99.10642989455049, 19.51032114440115], [-99.10622425334338, 19.510243109201255], [-99.10612278398824, 19.510154939451077]]]}",1305.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Bajo,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500013360,Gustavo A. Madero,Ciudad de México,1463277.1462,6541.68087236,5 años,% de area inundable,0 a 25,1,Prueba
"19.533184775,-99.1465849689","{""type"": ""Polygon"", ""coordinates"": [[[-99.14475647683466, 19.53346972645198], [-99.1450087133708, 19.532811063710117], [-99.14523264378003, 19.532226308777233], [-99.1455215328419, 19.531471919199394], [-99.14584542281844, 19.53165631823657], [-99.14608558162986, 19.531793833334465], [-99.14632758506352, 19.5319276562603], [-99.14667878171598, 19.53213456275722], [-99.14723415793385, 19.532452579206655], [-99.14750348798039, 19.532633114686405], [-99.14855190365857, 19.53435036128086], [-99.14863340175731, 19.53459656922268], [-99.14843129520612, 19.53484194776021], [-99.14805819026817, 19.534578001319762], [-99.14700807247385, 19.53420582562501], [-99.14649719016923, 19.53403880927098], [-99.14475647683466, 19.53346972645198]]]}",1405.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",090050001320A,Gustavo A. Madero,Ciudad de México,69715.4090362,1178.57530838,5 años,% de area inundable,100,5,Prueba
"19.4728399214,-99.1241379397","{""type"": ""Polygon"", ""coordinates"": [[[-99.1257855053862, 19.470738456177187], [-99.12572256305627, 19.47073283189359], [-99.12567629237043, 19.47074416070059], [-99.12564416806188, 19.47076403088758], [-99.12561634607944, 19.470791450526793], [-99.12560403534575, 19.47082138472231], [-99.12559336364572, 19.470859223733957], [-99.12559704196573, 19.470898755973263], [-99.12561467476783, 19.470942969061607], [-99.12564917571336, 19.470979109797447], [-99.12569828019812, 19.47100094792094], [-99.12508028350373, 19.472585828356788], [-99.12482290409703, 19.473251548290108], [-99.12464803489966, 19.47370380823527], [-99.12449094823161, 19.474113402328637], [-99.12444405341307, 19.47410186563195], [-99.12438476024731, 19.47411309909974], [-99.1243221940759, 19.474148638617393], [-99.12428462386384, 19.474193177687837], [-99.12427429403819, 19.47422267886915], [-99.12426185157665, 19.47425820761311], [-99.12426313674223, 19.47431627609119], [-99.12428249119608, 19.47436906465929], [-99.12430948823716, 19.474406387278762], [-99.12435653292592, 19.47444217406767], [-99.12379285883361, 19.47588614888785], [-99.12312984749698, 19.477579129325072], [-99.12266945157192, 19.477420032947634], [-99.1222445094406, 19.47726676452817], [-99.12221572667669, 19.47725639488924], [-99.12175173356376, 19.477080724825854], [-99.12237084552059, 19.475378847739638], [-99.12295686701799, 19.473764392247308], [-99.12357031381187, 19.472060682425187], [-99.12421079858949, 19.47035019447389], [-99.12460364954316, 19.46935380409776], [-99.12496744510838, 19.468416801688267], [-99.12507567833461, 19.468323031563692], [-99.1254870134269, 19.46843701367445], [-99.12581917449504, 19.46851699056446], [-99.12586023975155, 19.46852687886277], [-99.12623153848959, 19.468616280036745], [-99.12662080191137, 19.46870561075126], [-99.12614835893228, 19.46981869173698], [-99.1257855053862, 19.470738456177187]]]}",1555.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500011608,Gustavo A. Madero,Ciudad de México,170973.941632,2438.26867561,5 años,% de area inundable,100,5,Prueba
"19.4868460267,-99.1050914647","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.10654454483648, 19.488711821010043], [-99.10564893586003, 19.48892727527975], [-99.10438368413482, 19.489242335540663], [-99.10313373755739, 19.489576119541272], [-99.10185201781633, 19.489931366101032], [-99.10090370361966, 19.489469863059476], [-99.10148774658525, 19.488696603777257], [-99.10171077340814, 19.48842810443478], [-99.10250200569939, 19.487411245650154], [-99.10292508335357, 19.486883050035935], [-99.10350923464723, 19.48614778164208], [-99.10447771405713, 19.484859096132208], [-99.1046163719324, 19.484686649831602], [-99.10534374749862, 19.483593818541486], [-99.1062221742105, 19.482437928982094], [-99.1066216682, 19.482620245845755], [-99.10671843019983, 19.48266615351858], [-99.10676755711066, 19.482827063757583], [-99.10689929138375, 19.483365460155987], [-99.1071172839266, 19.484250656790604], [-99.10754816575141, 19.485861270250908], [-99.10773959969902, 19.48657473314739], [-99.10797048181473, 19.487411869230684], [-99.10820482554207, 19.48830484744465], [-99.1072977274338, 19.488530414100143], [-99.10654454483648, 19.488711821010043]]]]}",2027.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500011294,Gustavo A. Madero,Ciudad de México,296766.720818,2461.45392726,5 años,% de area inundable,100,5,Prueba
"19.4774340451,-99.0879111024","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.09180996563565, 19.476592048722814], [-99.09189547004596, 19.476865139744362], [-99.09011846712426, 19.48155132450942], [-99.08864288639278, 19.481300483544274], [-99.08930522631381, 19.479459275382716], [-99.08920634012595, 19.479443063985826], [-99.08876497626153, 19.47937070354994], [-99.0883419610932, 19.47930135404763], [-99.08791622753171, 19.479231561601676], [-99.08747732315051, 19.47915961259694], [-99.08703958263057, 19.47908785841959], [-99.086609359312, 19.47901734300936], [-99.08619156642412, 19.478948871330115], [-99.0857562891574, 19.478877542003325], [-99.08532853250205, 19.478807454353035], [-99.08488863000518, 19.478735391734222], [-99.08447120496518, 19.478667030794973], [-99.0839556947847, 19.478583578883555], [-99.0843210273632, 19.476587692956198], [-99.08441483213834, 19.476119452578654], [-99.08474215641462, 19.474295163835276], [-99.08522013639953, 19.474386413669944], [-99.08536445494836, 19.474412245063935], [-99.0856411251534, 19.474463738721496], [-99.08607954069225, 19.47454670513621], [-99.08651009270842, 19.474627421854024], [-99.08695556522922, 19.474708760006187], [-99.08735723815143, 19.474782213473787], [-99.08739834795517, 19.474790316611873], [-99.08779510032521, 19.474861100435614], [-99.08783329100277, 19.474869461404523], [-99.08825469000062, 19.474944073434827], [-99.08868335169073, 19.47502368554743], [-99.08879198334813, 19.475001670945165], [-99.0888440123449, 19.475087378825865], [-99.08898179356176, 19.47525148547549], [-99.08906270161661, 19.475346703300108], [-99.08926016582711, 19.475512002473085], [-99.08943305574273, 19.47561232731547], [-99.08947189998472, 19.475634801273188], [-99.0898716353019, 19.475798530026523], [-99.09026940010087, 19.47596145207445], [-99.09061263772966, 19.476102039049863], [-99.09180996563565, 19.476592048722814]]]]}",2102.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500011909,Gustavo A. Madero,Ciudad de México,372648.472489,2808.24157002,5 años,% de area inundable,100,5,Prueba
"19.4982788481,-99.1210177165","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.12091001814626, 19.492916269850728], [-99.1212524692173, 19.493499138147417], [-99.12161374264481, 19.494065747576123], [-99.12176918749626, 19.494321275686563], [-99.12200575358943, 19.49469876055716], [-99.12236334862524, 19.49529955444147], [-99.12277120657541, 19.49596486271736], [-99.12318199515168, 19.49661813562463], [-99.12356535745887, 19.497234558373954], [-99.12379020191227, 19.4976000151375], [-99.12407751890201, 19.498043302370736], [-99.12430320839307, 19.49839557190403], [-99.12455774139183, 19.498792856880613], [-99.12424323336707, 19.49916459609059], [-99.12354131381998, 19.500000075877313], [-99.12340671504101, 19.500160287289997], [-99.1226977054975, 19.50098871296357], [-99.12250320350891, 19.50118609544666], [-99.121866334576, 19.501868672081223], [-99.12140399157431, 19.50238526359048], [-99.121311898368, 19.502457035425277], [-99.12091229633359, 19.502265980585424], [-99.11964341014274, 19.502064570498607], [-99.11783334611138, 19.50178205499344], [-99.11733031400514, 19.501697390340652], [-99.1173813921111, 19.501655096931085], [-99.11743566906473, 19.501608427756008], [-99.11747581266472, 19.50157250547424], [-99.11752675228716, 19.50152510059353], [-99.11760104660168, 19.501452038240746], [-99.11766336940728, 19.501386827928318], [-99.11772361586532, 19.50132003531722], [-99.11776680827268, 19.50126966391606], [-99.11780823855261, 19.501223554595146], [-99.11785011631875, 19.501175595802057], [-99.11790157910826, 19.501113236182704], [-99.11794634261905, 19.50105558053749], [-99.11799701274802, 19.500985975716244], [-99.11804232911098, 19.500919266862955], [-99.1180874597587, 19.500847970052025], [-99.11812769145317, 19.500779632643347], [-99.1181712766226, 19.500699538019852], [-99.11821606249386, 19.500616098214902], [-99.11825679840553, 19.50053857724474], [-99.11829109551937, 19.50046871954328], [-99.11831994753557, 19.500406124770336], [-99.11833597075292, 19.500369494870284], [-99.1183597531916, 19.500312875286998], [-99.11838107136741, 19.500258998220332], [-99.11839342217586, 19.500226299740117], [-99.1184081206575, 19.500185789225423], [-99.11843133407905, 19.50011533477894], [-99.11847498412172, 19.499969921327796], [-99.11872409017931, 19.498955632707766], [-99.11892847430735, 19.498171865984116], [-99.11900028235614, 19.497841186213787], [-99.11914075418595, 19.497221175920096], [-99.11950097241873, 19.49560464276263], [-99.11973351533832, 19.494553503735435], [-99.11990038247544, 19.493809532773362], [-99.12005856759619, 19.493183824457315], [-99.12037054730173, 19.49224135321637], [-99.12091001814626, 19.492916269850728]]]]}",2125.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500010756,Gustavo A. Madero,Ciudad de México,414597.334091,2913.95431742,5 años,% de area inundable,100,5,Prueba
"19.5560939513,-99.155272982","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.159989274191, 19.54912650561095], [-99.16007499722737, 19.549107893543994], [-99.16089999839953, 19.549260882822896], [-99.15928191850001, 19.551882999329166], [-99.15809200583973, 19.553691409277803], [-99.15756897087088, 19.555047395027167], [-99.15776050381048, 19.55595091502638], [-99.1580470257879, 19.556492877808385], [-99.15809551615251, 19.55735133801861], [-99.15614380535408, 19.560154452094174], [-99.15423821843459, 19.561376055436952], [-99.15333268153853, 19.561557557927568], [-99.15280870386276, 19.561964657476494], [-99.15161644343891, 19.561378259288716], [-99.15090062754804, 19.56052035322974], [-99.15069193966079, 19.559886935610017], [-99.14961255306073, 19.558331667578027], [-99.14951785954356, 19.558136350518307], [-99.14996287030412, 19.55748260203134], [-99.15000039635929, 19.55743437006957], [-99.1505299512786, 19.557712692525392], [-99.15104903637653, 19.557997705730003], [-99.15154700169055, 19.558294375875587], [-99.15206942639867, 19.5574116687117], [-99.15260553989788, 19.55650790697656], [-99.15314272182965, 19.555640446246393], [-99.15366914915471, 19.554779070057076], [-99.15422073353498, 19.553882704317157], [-99.15473701688447, 19.553027028362145], [-99.1552752194409, 19.552175710054577], [-99.15528029973747, 19.55216767238618], [-99.15582673142482, 19.55128287807132], [-99.15630999192805, 19.551545746140068], [-99.15682523701831, 19.550678307396897], [-99.15737191717356, 19.549812950454097], [-99.15749052987785, 19.54967295848907], [-99.15766085445586, 19.5496502294016], [-99.15824882021624, 19.549598188310895], [-99.15861854958034, 19.549545961099884], [-99.15901548552787, 19.549308806633825], [-99.15920828901459, 19.549202311917576], [-99.15927203193525, 19.54921377572127], [-99.15950849183147, 19.549230309412117], [-99.15967767440765, 19.549219464052655], [-99.15976459156863, 19.549175289624028], [-99.159989274191, 19.54912650561095]]]]}",2136.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Bajo,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500012983,Gustavo A. Madero,Ciudad de México,656392.681334,4192.76616267,5 años,% de area inundable,0 a 25,1,Prueba
"19.4808488862,-99.116846279","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.11512452271803, 19.480478148575195], [-99.11539609794133, 19.47978140257632], [-99.11575524124005, 19.47886425454649], [-99.1160793537258, 19.478030124059234], [-99.11653507075403, 19.47819468715767], [-99.11693302878511, 19.478338430875382], [-99.11764793197071, 19.478596765496437], [-99.11850067988868, 19.478905143749188], [-99.1188816963587, 19.479043040980184], [-99.1193467063592, 19.47920648174309], [-99.1190189163681, 19.48004924062744], [-99.11866998830484, 19.480946333665884], [-99.11842645413519, 19.481566490933183], [-99.11795504565181, 19.482784411023633], [-99.11760503170045, 19.48367093130941], [-99.11683893854477, 19.483388109875108], [-99.11604234045028, 19.4831043742045], [-99.1152030662757, 19.482805451011266], [-99.11436694251364, 19.482507640338824], [-99.11464504838013, 19.481746653434328], [-99.11481030428887, 19.481304072932826], [-99.11481378207502, 19.48129497177286], [-99.11492083368135, 19.48101493371777], [-99.11512452271803, 19.480478148575195]]]]}",2140.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500011434,Gustavo A. Madero,Ciudad de México,192766.418373,1783.94760636,5 años,% de area inundable,100,5,Prueba
"19.4772020945,-99.1090335636","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.11363231168141, 19.476061586609923], [-99.11301127884205, 19.476966971284423], [-99.11269330185111, 19.477781035360238], [-99.11232686030482, 19.478716507041508], [-99.11206263270572, 19.479388313565302], [-99.11185124232537, 19.479922622795307], [-99.1116631904774, 19.480396719850667], [-99.11144949164064, 19.48089485760598], [-99.11139817982009, 19.481014471139552], [-99.11114190423265, 19.480863535688822], [-99.1103455259936, 19.480383805080255], [-99.10844051072708, 19.479289216006723], [-99.10710636209956, 19.478601130220177], [-99.10625789043371, 19.478164690160067], [-99.10532824851084, 19.477686657384464], [-99.10478457868133, 19.477407161429692], [-99.10325468351938, 19.47663044799053], [-99.10393786075753, 19.474921478802003], [-99.1073191312145, 19.47662132351479], [-99.10766054902585, 19.47543881041789], [-99.10797993832291, 19.474332573437444], [-99.10813103552168, 19.47381086690931], [-99.10873320021719, 19.47413695782319], [-99.10921462722318, 19.47439306342356], [-99.10978037004074, 19.47469401803945], [-99.11005499358477, 19.474840107469372], [-99.11081894914749, 19.475212035180903], [-99.11116266762264, 19.47535756342849], [-99.11129774861004, 19.475336491626692], [-99.11147554804877, 19.475289530476235], [-99.11169688627773, 19.475368354709744], [-99.11226660149838, 19.475571241448225], [-99.1123957937545, 19.47561761412627], [-99.1128224711682, 19.475770791279118], [-99.11320740862102, 19.475909000388082], [-99.11360126664125, 19.47605043593337], [-99.11363231168141, 19.476061586609923]]]]}",2147.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500011627,Gustavo A. Madero,Ciudad de México,397953.964923,3144.85328746,5 años,% de area inundable,100,5,Prueba
"19.4722213203,-99.1113263024","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.11104984724622, 19.469584497898303], [-99.11165057945028, 19.469793269396664], [-99.11212349761097, 19.469957618747156], [-99.1126226517873, 19.47013107864141], [-99.11309709759541, 19.47029585072471], [-99.11360295319216, 19.47047175348546], [-99.11409518897146, 19.470642810886815], [-99.11472658329642, 19.470856226459244], [-99.11371683780801, 19.472339316160575], [-99.11326745320675, 19.47293098810709], [-99.11298431602575, 19.473303398453698], [-99.11257270214739, 19.47384536047873], [-99.11191752974543, 19.474707761446027], [-99.11147554804877, 19.475289530476235], [-99.11129774861004, 19.475336491626692], [-99.11116266762264, 19.47535756342849], [-99.11081894914749, 19.475212035180903], [-99.11005499358477, 19.474840107469372], [-99.10978037004074, 19.47469401803945], [-99.10921462722318, 19.47439306342356], [-99.10873320021719, 19.47413695782319], [-99.10905216815459, 19.472784787107422], [-99.10908164943055, 19.47268765897212], [-99.10948988223542, 19.471043042286276], [-99.10973949175415, 19.469863860916576], [-99.109955931943, 19.469205871275996], [-99.11044838454772, 19.46937547111759], [-99.11104984724622, 19.469584497898303]]]]}",2148.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500011839,Gustavo A. Madero,Ciudad de México,247390.695269,2013.9004043,5 años,% de area inundable,100,5,Prueba
"19.4832735556,-99.1352894423","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.13934584270692, 19.476658067034144], [-99.13974384542757, 19.476732699754777], [-99.14014268024104, 19.47774482801239], [-99.14071305482088, 19.479192248700162], [-99.14120926507367, 19.48045144222792], [-99.14124729252106, 19.480547943507954], [-99.14135966229581, 19.480833090088986], [-99.14219744166881, 19.482959001136894], [-99.14292851010516, 19.484814073394233], [-99.14320966902233, 19.48552750089499], [-99.14351539715304, 19.486303260938403], [-99.14374399662681, 19.486878758269285], [-99.14359994790894, 19.48681095948284], [-99.1432549500836, 19.486648577130005], [-99.14268304739919, 19.486422007139645], [-99.14199355077746, 19.48629181346545], [-99.14150971359082, 19.48620045125282], [-99.14102602923303, 19.486109117481988], [-99.14052739869862, 19.48601495844774], [-99.14004194959351, 19.485923289461287], [-99.13954052031315, 19.485828599094106], [-99.13923918030112, 19.485771694079336], [-99.13906640595413, 19.485739066277986], [-99.13863785695595, 19.485658136912686], [-99.13816982089574, 19.48556974899145], [-99.13765383896022, 19.48547230720925], [-99.13712659477797, 19.485372733843132], [-99.13657252932106, 19.485268094607846], [-99.13627746603855, 19.487051630112767], [-99.13605097330641, 19.488508637528724], [-99.13561943661348, 19.48830969470158], [-99.13517174166759, 19.488132373890814], [-99.13470295797815, 19.48794670092113], [-99.1341279309017, 19.487718768344724], [-99.13372111010943, 19.487632582108034], [-99.13320777207001, 19.487510776616553], [-99.13271658763892, 19.487404193967578], [-99.13227813774327, 19.487302639403524], [-99.13190157958205, 19.48722288149952], [-99.13176372793139, 19.487196784150814], [-99.13130663298737, 19.487091026633756], [-99.13080611875532, 19.486978286976267], [-99.13030736372477, 19.486628508592624], [-99.12843348596056, 19.485283671407423], [-99.12839557951024, 19.48525646553694], [-99.12835546280657, 19.48522767556044], [-99.12795681997633, 19.484947692538544], [-99.12756850180972, 19.484674927720157], [-99.12650996679015, 19.483929062027702], [-99.12686198699475, 19.483503797727106], [-99.12696484057682, 19.483375327483948], [-99.12773912747555, 19.48243465629081], [-99.12846374206934, 19.48154763526028], [-99.1289976773678, 19.48089754164689], [-99.12927144529688, 19.480564462094012], [-99.12953292353937, 19.480246329948255], [-99.12983124645888, 19.479883975976513], [-99.13030539160252, 19.47931788386106], [-99.13164037171322, 19.480280124890275], [-99.13235892187664, 19.480367707136846], [-99.13286337271444, 19.480428035438347], [-99.13355820550346, 19.48051190709464], [-99.1348316829446, 19.480665616131038], [-99.13546434552576, 19.480758496110628], [-99.13599257259958, 19.480828107744365], [-99.13648030281037, 19.4808902588884], [-99.1369196975305, 19.480947333713488], [-99.13748734918241, 19.481023904855142], [-99.13769571626662, 19.47949716316987], [-99.1379119051004, 19.47774903130638], [-99.13823189904902, 19.47762939549596], [-99.13848200479774, 19.47754875625309], [-99.13871650844642, 19.477547700546047], [-99.13914859890446, 19.477621832203564], [-99.1397899456915, 19.477737802377217], [-99.13934584270692, 19.476658067034144]]]]}",2151.0,Hidrometeorológicos,Inundaciones,Peligro,Muy Alto,"Análisis del índice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 años, construido con diversos factores, en donde se calcula el porcentaje de área inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Dirección de Análisis de Riesgo de la SPCGIR, 2019.",0900500011256,Gustavo A. Madero,Ciudad de México,1133876.50463,5660.10966504,5 años,% de area inundable,100,5,Prueba
